Alloy_Name,Temp (°C),Strain,Stress_MPa,Specimen_Type
Al6061,250,-8.67E-05,1.493619161,Uniaxial tension
Al6061,250,-0.000138608,2.12667671,Uniaxial tension
Al6061,250,-0.00018697,2.79096841,Uniaxial tension
Al6061,250,-0.000222405,3.699650845,Uniaxial tension
Al6061,250,-0.000284488,5.25805936,Uniaxial tension
Al6061,250,-0.000343268,6.941585978,Uniaxial tension
Al6061,250,-0.000391331,8.68121877,Uniaxial tension
Al6061,250,-0.000427718,10.51090885,Uniaxial tension
Al6061,250,-0.000430085,12.44286719,Uniaxial tension
Al6061,250,-0.000411919,14.45016725,Uniaxial tension
Al6061,250,-0.000386422,16.36071259,Uniaxial tension
Al6061,250,-0.000366873,18.29964898,Uniaxial tension
Al6061,250,-0.00032913,20.38444025,Uniaxial tension
Al6061,250,-0.000288836,22.53992665,Uniaxial tension
Al6061,250,-0.000243533,24.73963145,Uniaxial tension
Al6061,250,-0.000200668,26.94340541,Uniaxial tension
Al6061,250,-0.000166171,29.16020531,Uniaxial tension
Al6061,250,-0.00012588,31.35026892,Uniaxial tension
Al6061,250,-7.78E-05,33.56536096,Uniaxial tension
Al6061,250,-3.56E-05,35.73544305,Uniaxial tension
Al6061,250,1.06E-05,37.86827852,Uniaxial tension
Al6061,250,5.22E-05,39.9203849,Uniaxial tension
Al6061,250,9.75E-05,41.93735771,Uniaxial tension
Al6061,250,0.000143443,43.93754319,Uniaxial tension
Al6061,250,0.000181353,45.93406989,Uniaxial tension
Al6061,250,0.000226433,47.90558371,Uniaxial tension
Al6061,250,0.000272643,49.82255954,Uniaxial tension
Al6061,250,0.000316898,51.70997851,Uniaxial tension
Al6061,250,0.000364882,53.62367137,Uniaxial tension
Al6061,250,0.000408168,55.51820648,Uniaxial tension
Al6061,250,0.000456516,57.39360789,Uniaxial tension
Al6061,250,0.00050368,59.21514437,Uniaxial tension
Al6061,250,0.000551297,61.01340194,Uniaxial tension
Al6061,250,0.000593412,62.7656437,Uniaxial tension
Al6061,250,0.000638517,64.45801853,Uniaxial tension
Al6061,250,0.000683185,66.16746412,Uniaxial tension
Al6061,250,0.000727884,67.9030169,Uniaxial tension
Al6061,250,0.000769863,69.59915466,Uniaxial tension
Al6061,250,0.000816278,71.27962191,Uniaxial tension
Al6061,250,0.000860984,72.94350591,Uniaxial tension
Al6061,250,0.000911828,74.67325447,Uniaxial tension
Al6061,250,0.000958291,76.40014098,Uniaxial tension
Al6061,250,0.001003255,78.03603695,Uniaxial tension
Al6061,250,0.001051987,79.62788531,Uniaxial tension
Al6061,250,0.00110309,81.21458762,Uniaxial tension
Al6061,250,0.001150016,82.78399182,Uniaxial tension
Al6061,250,0.001197032,84.31929424,Uniaxial tension
Al6061,250,0.001240089,85.77013855,Uniaxial tension
Al6061,250,0.001280238,87.28554084,Uniaxial tension
Al6061,250,0.001327349,88.78942676,Uniaxial tension
Al6061,250,0.00137249,90.34247146,Uniaxial tension
Al6061,250,0.001419322,91.86140605,Uniaxial tension
Al6061,250,0.001470361,93.39092575,Uniaxial tension
Al6061,250,0.001519721,94.91588907,Uniaxial tension
Al6061,250,0.001571024,96.44811467,Uniaxial tension
Al6061,250,0.001627882,97.9634607,Uniaxial tension
Al6061,250,0.001677026,99.46659607,Uniaxial tension
Al6061,250,0.001726361,100.8750777,Uniaxial tension
Al6061,250,0.001775218,102.3416298,Uniaxial tension
Al6061,250,0.0018296,103.7653378,Uniaxial tension
Al6061,250,0.001879698,105.1615588,Uniaxial tension
Al6061,250,0.001931574,106.5739366,Uniaxial tension
Al6061,250,0.001980772,107.9164836,Uniaxial tension
Al6061,250,0.002034321,109.326786,Uniaxial tension
Al6061,250,0.002084796,110.710607,Uniaxial tension
Al6061,250,0.002136886,112.0171186,Uniaxial tension
Al6061,250,0.002184281,113.2965767,Uniaxial tension
Al6061,250,0.002232892,114.5893143,Uniaxial tension
Al6061,250,0.002281251,115.8212928,Uniaxial tension
Al6061,250,0.002333295,117.0515128,Uniaxial tension
Al6061,250,0.002383758,118.2187093,Uniaxial tension
Al6061,250,0.002442338,119.4351823,Uniaxial tension
Al6061,250,0.002496824,120.6153548,Uniaxial tension
Al6061,250,0.002552588,121.7757502,Uniaxial tension
Al6061,250,0.002611588,122.8824153,Uniaxial tension
Al6061,250,0.002670675,123.977662,Uniaxial tension
Al6061,250,0.002737967,125.0689804,Uniaxial tension
Al6061,250,0.002805287,126.0981604,Uniaxial tension
Al6061,250,0.00287182,127.0988967,Uniaxial tension
Al6061,250,0.002944474,128.0989207,Uniaxial tension
Al6061,250,0.003023819,129.0280129,Uniaxial tension
Al6061,250,0.003097728,129.935464,Uniaxial tension
Al6061,250,0.003179877,130.7812593,Uniaxial tension
Al6061,250,0.003270786,131.5425538,Uniaxial tension
Al6061,250,0.003364034,132.2833129,Uniaxial tension
Al6061,250,0.003461119,132.8954236,Uniaxial tension
Al6061,250,0.003563816,133.4478692,Uniaxial tension
Al6061,250,0.003665871,133.9758326,Uniaxial tension
Al6061,250,0.003786089,134.4305452,Uniaxial tension
Al6061,250,0.00390688,134.8425027,Uniaxial tension
Al6061,250,0.004020375,135.2320629,Uniaxial tension
Al6061,250,0.004145493,135.5689424,Uniaxial tension
Al6061,250,0.004276318,135.8505927,Uniaxial tension
Al6061,250,0.004408466,136.0903883,Uniaxial tension
Al6061,250,0.004537488,136.3025744,Uniaxial tension
Al6061,250,0.004674242,136.5120965,Uniaxial tension
Al6061,250,0.004816245,136.6800009,Uniaxial tension
Al6061,250,0.004963251,136.8240392,Uniaxial tension
Al6061,250,0.005112351,136.909273,Uniaxial tension
Al6061,250,0.005263599,137.0109132,Uniaxial tension
Al6061,250,0.00542175,137.1011555,Uniaxial tension
Al6061,250,0.005591622,137.1453517,Uniaxial tension
Al6061,250,0.005760653,137.1661865,Uniaxial tension
Al6061,250,0.005931458,137.1797211,Uniaxial tension
Al6061,250,0.006101174,137.1798211,Uniaxial tension
Al6061,250,0.006273632,137.1689123,Uniaxial tension
Al6061,250,0.006443379,137.1576588,Uniaxial tension
Al6061,250,0.006616917,137.1358397,Uniaxial tension
Al6061,250,0.006788957,137.1372665,Uniaxial tension
Al6061,250,0.006963329,137.1233789,Uniaxial tension
Al6061,250,0.007137047,137.0784531,Uniaxial tension
Al6061,250,0.007316858,137.0173199,Uniaxial tension
Al6061,250,0.007495281,136.9934257,Uniaxial tension
Al6061,250,0.007675458,136.9454514,Uniaxial tension
Al6061,250,0.007862544,136.9136339,Uniaxial tension
Al6061,250,0.008048479,136.8522472,Uniaxial tension
Al6061,250,0.008234024,136.7907148,Uniaxial tension
Al6061,250,0.008423038,136.7590847,Uniaxial tension
Al6061,250,0.008608978,136.7174579,Uniaxial tension
Al6061,250,0.00879628,136.6510499,Uniaxial tension
Al6061,250,0.008988066,136.5848936,Uniaxial tension
Al6061,250,0.009170328,136.4795489,Uniaxial tension
Al6061,250,0.009357078,136.4152909,Uniaxial tension
Al6061,250,0.009545323,136.343264,Uniaxial tension
Al6061,250,0.009728603,136.2720397,Uniaxial tension
Al6061,250,0.009916078,136.1766856,Uniaxial tension
Al6061,250,0.010105596,136.1032629,Uniaxial tension
Al6061,250,0.010289095,136.0398313,Uniaxial tension
Al6061,250,0.010475792,135.9803447,Uniaxial tension
Al6061,250,0.010661935,135.9195903,Uniaxial tension
Al6061,250,0.010848806,135.8682959,Uniaxial tension
Al6061,250,0.011038001,135.7910618,Uniaxial tension
Al6061,250,0.011227024,135.7466805,Uniaxial tension
Al6061,250,0.01141186,135.6786163,Uniaxial tension
Al6061,250,0.011604542,135.6214566,Uniaxial tension
Al6061,250,0.011799381,135.5734836,Uniaxial tension
Al6061,250,0.011988814,135.4901184,Uniaxial tension
Al6061,250,0.012174165,135.3918007,Uniaxial tension
Al6061,250,0.012366271,135.3067597,Uniaxial tension
Al6061,250,0.012559304,135.2403044,Uniaxial tension
Al6061,250,0.012752107,135.1639131,Uniaxial tension
Al6061,250,0.012937674,135.0755434,Uniaxial tension
Al6061,250,0.01312255,134.9556064,Uniaxial tension
Al6061,250,0.013317798,134.8797662,Uniaxial tension
Al6061,250,0.013514347,134.8155451,Uniaxial tension
Al6061,250,0.013703071,134.7516708,Uniaxial tension
Al6061,250,0.013884954,134.6545521,Uniaxial tension
Al6061,250,0.014078689,134.587684,Uniaxial tension
Al6061,250,0.014271828,134.5168291,Uniaxial tension
Al6061,250,0.014466778,134.4865035,Uniaxial tension
Al6061,250,0.014661629,134.4267369,Uniaxial tension
Al6061,250,0.014856266,134.3695352,Uniaxial tension
Al6061,250,0.0150476,134.3174614,Uniaxial tension
Al6061,250,0.015254046,134.2789292,Uniaxial tension
Al6061,250,0.015446875,134.1975898,Uniaxial tension
Al6061,250,0.015647836,134.1341717,Uniaxial tension
Al6061,250,0.01584292,134.0538918,Uniaxial tension
Al6061,250,0.016037552,133.9904222,Uniaxial tension
Al6061,250,0.01623534,133.9167833,Uniaxial tension
Al6061,250,0.016433936,133.8381758,Uniaxial tension
Al6061,250,0.016623787,133.7336029,Uniaxial tension
Al6061,250,0.016824245,133.665648,Uniaxial tension
Al6061,250,0.017020103,133.5933951,Uniaxial tension
Al6061,250,0.017217537,133.5230043,Uniaxial tension
Al6061,250,0.017413069,133.4081323,Uniaxial tension
Al6061,250,0.017604883,133.3133847,Uniaxial tension
Al6061,250,0.0178038,133.2344674,Uniaxial tension
Al6061,250,0.018001318,133.16651,Uniaxial tension
Al6061,250,0.018193054,133.096414,Uniaxial tension
Al6061,250,0.018389755,133.0146357,Uniaxial tension
Al6061,250,0.01858633,132.9483078,Uniaxial tension
Al6061,250,0.018781476,132.8916344,Uniaxial tension
Al6061,250,0.018973374,132.8213716,Uniaxial tension
Al6061,250,0.01917046,132.7465519,Uniaxial tension
Al6061,250,0.019372625,132.6787119,Uniaxial tension
Al6061,250,0.01957314,132.6245962,Uniaxial tension
Al6061,250,0.019769403,132.5650959,Uniaxial tension
Al6061,250,0.019970479,132.4865879,Uniaxial tension
Al6061,250,0.020172392,132.4259524,Uniaxial tension
Al6061,250,0.020379021,132.3636357,Uniaxial tension
Al6061,250,0.020581169,132.3025382,Uniaxial tension
Al6061,250,0.020780016,132.2321286,Uniaxial tension
Al6061,250,0.020974932,132.1264103,Uniaxial tension
Al6061,250,0.021178128,132.0201469,Uniaxial tension
Al6061,250,0.021375513,131.9301872,Uniaxial tension
Al6061,250,0.021574918,131.8523002,Uniaxial tension
Al6061,250,0.021772433,131.7791171,Uniaxial tension
Al6061,250,0.021967515,131.6959062,Uniaxial tension
Al6061,250,0.02216799,131.6344898,Uniaxial tension
Al6061,250,0.022373051,131.5905027,Uniaxial tension
Al6061,250,0.022569975,131.5423724,Uniaxial tension
Al6061,250,0.022764463,131.4702236,Uniaxial tension
Al6061,250,0.022963192,131.3937664,Uniaxial tension
Al6061,250,0.023166545,131.3296749,Uniaxial tension
Al6061,250,0.023367965,131.2509872,Uniaxial tension
Al6061,250,0.023563013,131.1773131,Uniaxial tension
Al6061,250,0.023761677,131.0717393,Uniaxial tension
Al6061,250,0.023957608,130.9904402,Uniaxial tension
Al6061,250,0.024158146,130.9285923,Uniaxial tension
Al6061,250,0.024355448,130.8645495,Uniaxial tension
Al6061,250,0.024550629,130.7810569,Uniaxial tension
Al6061,250,0.024744345,130.7143298,Uniaxial tension
Al6061,250,0.024943969,130.6448666,Uniaxial tension
Al6061,250,0.025141302,130.6154306,Uniaxial tension
Al6061,250,0.025344753,130.5487988,Uniaxial tension
Al6061,250,0.025547331,130.4915479,Uniaxial tension
Al6061,250,0.025749197,130.4241436,Uniaxial tension
Al6061,250,0.025949458,130.3632262,Uniaxial tension
Al6061,250,0.02615612,130.3138939,Uniaxial tension
Al6061,250,0.026358524,130.2349706,Uniaxial tension
Al6061,250,0.026562604,130.1623842,Uniaxial tension
Al6061,250,0.026776827,130.1066699,Uniaxial tension
Al6061,250,0.026981448,130.0433921,Uniaxial tension
Al6061,250,0.027185038,129.9828329,Uniaxial tension
Al6061,250,0.027390522,129.9156021,Uniaxial tension
Al6061,250,0.027594991,129.8467027,Uniaxial tension
Al6061,250,0.027797697,129.8065586,Uniaxial tension
Al6061,250,0.028001507,129.7255458,Uniaxial tension
Al6061,250,0.028194353,129.6590479,Uniaxial tension
Al6061,250,0.028403927,129.585432,Uniaxial tension
Al6061,250,0.028609469,129.5199484,Uniaxial tension
Al6061,250,0.028814564,129.4684869,Uniaxial tension
Al6061,250,0.029019887,129.3940953,Uniaxial tension
Al6061,250,0.02923068,129.3188375,Uniaxial tension
Al6061,250,0.029438959,129.2003218,Uniaxial tension
Al6061,250,0.029641379,129.1136268,Uniaxial tension
Al6061,250,0.029843291,129.0421657,Uniaxial tension
Al6061,250,0.030045552,128.9516235,Uniaxial tension
Al6061,250,0.030250272,128.8552945,Uniaxial tension
Al6061,250,0.030454407,128.7771132,Uniaxial tension
Al6061,250,0.030656223,128.6959072,Uniaxial tension
Al6061,250,0.030859094,128.6878252,Uniaxial tension
Al6061,250,0.031069327,128.6367895,Uniaxial tension
Al6061,250,0.031277472,128.5701689,Uniaxial tension
Al6061,250,0.031484927,128.5425933,Uniaxial tension
Al6061,250,0.031691362,128.4699329,Uniaxial tension
Al6061,250,0.031900531,128.404719,Uniaxial tension
Al6061,250,0.032108982,128.3133573,Uniaxial tension
Al6061,250,0.032314662,128.2282503,Uniaxial tension
Al6061,250,0.032519455,128.1345419,Uniaxial tension
Al6061,250,0.032717023,128.0344702,Uniaxial tension
Al6061,250,0.032917644,127.9309728,Uniaxial tension
Al6061,250,0.033121432,127.8711162,Uniaxial tension
Al6061,250,0.033324969,127.7968069,Uniaxial tension
Al6061,250,0.033528857,127.7315971,Uniaxial tension
Al6061,250,0.033734915,127.6641582,Uniaxial tension
Al6061,250,0.033940533,127.6130416,Uniaxial tension
Al6061,250,0.034151825,127.5633802,Uniaxial tension
Al6061,250,0.034367861,127.5194398,Uniaxial tension
Al6061,250,0.034578355,127.4609853,Uniaxial tension
Al6061,250,0.034786927,127.3824967,Uniaxial tension
Al6061,250,0.034996177,127.3000156,Uniaxial tension
Al6061,250,0.03520403,127.2203486,Uniaxial tension
Al6061,250,0.035413189,127.1432997,Uniaxial tension
Al6061,250,0.035624493,127.0736066,Uniaxial tension
Al6061,250,0.035832903,126.991194,Uniaxial tension
Al6061,250,0.036042131,126.9235508,Uniaxial tension
Al6061,250,0.03625449,126.8824944,Uniaxial tension
Al6061,250,0.036463643,126.8506261,Uniaxial tension
Al6061,250,0.036677924,126.8079277,Uniaxial tension
Al6061,250,0.036892398,126.7482448,Uniaxial tension
Al6061,250,0.037100533,126.6868161,Uniaxial tension
Al6061,250,0.037312981,126.6248991,Uniaxial tension
Al6061,250,0.037528183,126.5452695,Uniaxial tension
Al6061,250,0.03773466,126.4720611,Uniaxial tension
Al6061,250,0.037947594,126.3885988,Uniaxial tension
Al6061,250,0.038159328,126.3082525,Uniaxial tension
Al6061,250,0.038371144,126.2208062,Uniaxial tension
Al6061,250,0.038585978,126.1440284,Uniaxial tension
Al6061,250,0.038797237,126.0546697,Uniaxial tension
Al6061,250,0.039007542,125.9816993,Uniaxial tension
Al6061,250,0.039221333,125.8977195,Uniaxial tension
Al6061,250,0.039428866,125.8220298,Uniaxial tension
Al6061,250,0.039643691,125.7427472,Uniaxial tension
Al6061,250,0.039852208,125.6869763,Uniaxial tension
Al6061,250,0.04006371,125.6359455,Uniaxial tension
Al6061,250,0.040278566,125.5786988,Uniaxial tension
Al6061,250,0.040488821,125.522993,Uniaxial tension
Al6061,250,0.040697938,125.4356488,Uniaxial tension
Al6061,250,0.040915603,125.3584788,Uniaxial tension
Al6061,250,0.041122491,125.2665023,Uniaxial tension
Al6061,250,0.041333545,125.1817658,Uniaxial tension
Al6061,250,0.041541698,125.0999573,Uniaxial tension
Al6061,250,0.041746835,125.0197948,Uniaxial tension
Al6061,250,0.04195556,124.947594,Uniaxial tension
Al6061,250,0.042169456,124.9032065,Uniaxial tension
Al6061,250,0.042375566,124.8543372,Uniaxial tension
Al6061,250,0.042584758,124.820862,Uniaxial tension
Al6061,250,0.042796558,124.7858019,Uniaxial tension
Al6061,250,0.043011455,124.7391955,Uniaxial tension
Al6061,250,0.043225456,124.6817097,Uniaxial tension
Al6061,250,0.043440009,124.6155223,Uniaxial tension
Al6061,250,0.043653176,124.5395293,Uniaxial tension
Al6061,250,0.043870714,124.4600073,Uniaxial tension
Al6061,250,0.044085919,124.392607,Uniaxial tension
Al6061,250,0.044299256,124.318369,Uniaxial tension
Al6061,250,0.044513219,124.2286123,Uniaxial tension
Al6061,250,0.044730235,124.163739,Uniaxial tension
Al6061,250,0.04494744,124.0992099,Uniaxial tension
Al6061,250,0.04516903,124.0455673,Uniaxial tension
Al6061,250,0.045385033,123.9852262,Uniaxial tension
Al6061,250,0.045603224,123.9050764,Uniaxial tension
Al6061,250,0.045830308,123.8438922,Uniaxial tension
Al6061,250,0.046048888,123.7848212,Uniaxial tension
Al6061,250,0.046264503,123.7232105,Uniaxial tension
Al6061,250,0.046479523,123.6221096,Uniaxial tension
Al6061,250,0.046692204,123.5231078,Uniaxial tension
Al6061,250,0.046909957,123.4505249,Uniaxial tension
Al6061,250,0.047125617,123.392704,Uniaxial tension
Al6061,250,0.047329719,123.3147587,Uniaxial tension
Al6061,250,0.047544727,123.2494467,Uniaxial tension
Al6061,250,0.04776177,123.1877399,Uniaxial tension
Al6061,250,0.047980804,123.1640448,Uniaxial tension
Al6061,250,0.048198523,123.1255451,Uniaxial tension
Al6061,250,0.048412579,123.0588987,Uniaxial tension
Al6061,250,0.048625651,122.9908122,Uniaxial tension
Al6061,250,0.048845437,122.8908682,Uniaxial tension
Al6061,250,0.049061802,122.7698915,Uniaxial tension
Al6061,250,0.049275202,122.6771098,Uniaxial tension
Al6061,250,0.049487306,122.5605262,Uniaxial tension
Al6061,250,0.049694703,122.4752658,Uniaxial tension
Al6061,250,0.049908027,122.4095175,Uniaxial tension
Al6061,250,0.050124295,122.3360561,Uniaxial tension
Al6061,250,0.050332705,122.2912607,Uniaxial tension
Al6061,250,0.050542443,122.2686464,Uniaxial tension
Al6061,250,0.05075869,122.1967358,Uniaxial tension
Al6061,250,0.050973864,122.1537032,Uniaxial tension
Al6061,250,0.05119477,122.0993726,Uniaxial tension
Al6061,250,0.051412553,122.0435854,Uniaxial tension
Al6061,250,0.051633849,121.9826537,Uniaxial tension
Al6061,250,0.051864386,121.9211006,Uniaxial tension
Al6061,250,0.05208845,121.8584712,Uniaxial tension
Al6061,250,0.052309899,121.8194372,Uniaxial tension
Al6061,250,0.052532506,121.7719803,Uniaxial tension
Al6061,250,0.052758001,121.714082,Uniaxial tension
Al6061,250,0.052983118,121.6595494,Uniaxial tension
Al6061,250,0.053205271,121.5988227,Uniaxial tension
Al6061,250,0.05342126,121.4913969,Uniaxial tension
Al6061,250,0.053642327,121.3977837,Uniaxial tension
Al6061,250,0.053863626,121.293069,Uniaxial tension
Al6061,250,0.054085292,121.2134921,Uniaxial tension
Al6061,250,0.054305151,121.1468171,Uniaxial tension
Al6061,250,0.054527097,121.0829288,Uniaxial tension
Al6061,250,0.054748847,121.0022146,Uniaxial tension
Al6061,250,0.054971075,120.969023,Uniaxial tension
Al6061,250,0.055193735,120.9416078,Uniaxial tension
Al6061,250,0.055414585,120.9061185,Uniaxial tension
Al6061,250,0.055637428,120.8554448,Uniaxial tension
Al6061,250,0.05586196,120.7931539,Uniaxial tension
Al6061,250,0.056086553,120.7197473,Uniaxial tension
Al6061,250,0.056309806,120.6682401,Uniaxial tension
Al6061,250,0.056538237,120.6072634,Uniaxial tension
Al6061,250,0.056766025,120.5347886,Uniaxial tension
Al6061,250,0.056994494,120.4661266,Uniaxial tension
Al6061,250,0.057217885,120.4021653,Uniaxial tension
Al6061,250,0.057440748,120.2909331,Uniaxial tension
Al6061,250,0.057654591,120.2017577,Uniaxial tension
Al6061,250,0.057879158,120.1239616,Uniaxial tension
Al6061,250,0.058093489,120.0598362,Uniaxial tension
Al6061,250,0.058309539,119.9361939,Uniaxial tension
Al6061,250,0.058528985,119.8452026,Uniaxial tension
Al6061,250,0.058748263,119.7520545,Uniaxial tension
Al6061,250,0.058960123,119.697466,Uniaxial tension
Al6061,250,0.059183339,119.6109461,Uniaxial tension
Al6061,250,0.059399256,119.544152,Uniaxial tension
Al6061,250,0.059622155,119.48691,Uniaxial tension
Al6061,250,0.059843835,119.4728188,Uniaxial tension
Al6061,250,0.060060869,119.4360646,Uniaxial tension
